"is_quote","favorite_count","retweet_count","hashtags_cant","urls_url_cant","media_url_cant","mentions_cant","reply_to_user","reply_to_status","followers_count","friends_count","listed_count","statuses_count","favourites_count","verified","account_lang","source","text","popular"
0,0,0,1,1,1,0,0,0,4817387,3103,27402,1192109,598,1,"es","TweetDeck","#Curiosidades | José Ameal el niño que en 1918 sobrevivió a la gripe española   https://t.co/81MEgONcq9 https://t.co/bUnSxL7Zap","no"
0,2,0,1,1,1,0,0,0,4817387,3103,27402,1192109,598,1,"es","TweetDeck","#Curiosidades | José Ameal el niño que en 1918 sobrevivió a la gripe española   https://t.co/81MEgONcq9 https://t.co/HTlThH1A78","no"
0,2,0,1,1,1,0,0,0,4817387,3103,27402,1192109,598,1,"es","TweetDeck","#Curiosidades | José Ameal el niño que en 1918 sobrevivió a la gripe española   https://t.co/81MEgONcq9 https://t.co/HTlThH1A78","no"
0,2,0,1,1,1,0,0,0,4817387,3103,27402,1192109,598,1,"es","TweetDeck","#Curiosidades | José Ameal el niño que en 1918 sobrevivió a la gripe española   https://t.co/81MEgONcq9 https://t.co/HTlThH1A78","no"
0,0,0,0,0,1,0,0,0,365,99,0,10124,978,0,"es","Twitter for Android","Luego voy a fastidiar en todas mis clases con mis hermosos sonidos de gripe. Aquí mis mejores amigos A C T U A L M E N T E https://t.co/kQFnAaMSla","no"
0,0,0,0,0,0,0,0,0,567,340,6,159095,14472,0,"en-gb","Twitter for Android","Jueves, viernes y sábado estuve con gripe, ahora estuve vomitando, alto fin de semana tuve.","no"
0,0,0,0,0,0,0,0,0,725,260,0,26379,3789,0,"es","Twitter for Android","Hace una semana no voy a danza por la gripe que tengo ya siento esas larga agregadas de bailes mira","no"
0,0,0,0,0,0,3,1,1,116,1165,1,604,196,0,"es","Twitter Web Client","@UniNoticias @jcorofino @lopezobrador_ SE LE VAYA A LANZAR EL POLLO Y CON GRIPE AVIAR.","no"
0,0,0,0,0,0,0,0,0,2287,1091,97,82017,29821,0,"es","Twitter Lite","Hasta cuando esta gripe??","no"
0,0,0,0,0,0,0,0,0,337,228,4,61909,3392,0,"es","Twitter for Android","Marley, tu té para la gripe y tu hijo son horribles y no sirven para nada.","no"
0,0,0,0,0,0,0,0,0,1718,519,27,101574,4726,0,"es","TweetDeck","Dios esta gripe me tiene mal","no"
0,0,0,0,0,0,0,0,0,456,380,5,12431,11042,0,"es","Twitter for Android","Que maricón que estoy, no me banco una gripe. Parece que me fuera a morir enseguida.","no"
0,0,0,0,0,0,0,0,0,822,365,14,31168,5108,0,"es","Twitter for Android","Feriado y yo siendo más gripe que persona<f0><U+009F><U+0098><U+00A5>","no"
0,0,0,0,0,1,0,0,0,281,261,2,9346,1408,0,"es","Twitter for Android","Me acabo de equipar para combatir la gripe... ahora si.. que empiece la BATALLA https://t.co/I2MOvVxMbh","no"
0,1,0,0,0,0,0,0,0,1139,1094,5,5317,2305,0,"es","Twitter for Android","Hace dos semaas me dio la gripe y el lunes pasado mejoré. adivinen quien la tiene de nuevo.","no"
0,0,0,0,0,0,0,0,0,1724,1693,6,12352,6270,0,"es","Twitter for Android","no chicos, no era alergia, se confirmó la 5ta gripe del año<f0><U+009F><U+0099><U+0084>","no"
0,2,6,2,0,1,0,0,0,174963,159,207,19618,1778,0,"es","Twitter for Android","#Copeco te aconseja: Reconoce las diferencias entre los síntomas de la gripe común y la #Influenza H1N1. ¡Protégete a ti y a tu familia! https://t.co/aTRFF9XA8q","si"
0,9,0,0,0,0,0,0,0,23463,1513,89,70807,44665,0,"es","Twitter for Android","ahora que estoy con gripe puedo aprovecharla para decir no no no no no no a las infumables de mis compañeras cuando me invitan a tomar mates, no todo es tan malo como parece","no"
0,2,0,0,0,0,2,1,1,1734,414,21,15772,17054,0,"es","Twitter for iPhone","@kikemackinlay @pabloharour Parece que tiene la gripe aviar.","no"
0,0,0,0,0,0,0,0,0,2076,2791,1,8064,1117,0,"es","Twitter for Android","Gripe de mierda","no"
0,0,0,0,0,0,1,0,0,2370,2628,5,27361,11728,0,"es","Twitter for Android","A ésta hora me tenías que despertar @gripe?","no"
0,5,3,0,0,0,0,0,0,4740,4407,7,94712,6569,0,"es","Twitter for Android","Este clima está bueno para coger  Si señores para coger la sabana y taparse bien para evitarse la gripe <f0><U+009F><U+0098><U+00A3><f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+00A4><U+00A7>","si"
0,2,0,0,0,0,0,0,0,7832,1671,163,133518,131701,0,"es","Twitter Web Client","15 alumnos con Gripe A en San Luis. No está para ahorrar en calefacción en esta provincia.","no"
1,0,0,0,1,0,0,0,0,374,189,2,33130,521,0,"es","Twitter for iPhone","Estoy sanando de un mes de gripe, que se devuelva. https://t.co/k0z9rGWhjf","no"
0,0,0,0,0,0,0,0,0,1119,411,12,94107,11468,0,"es","Twitter for Android","Les avise a dos profesoras la semana pasada que no iba a poder ir a clases porque estaba con gripe... no me contesto ninguna, deja jajajaja","no"
0,1,0,0,0,1,0,0,0,490,523,1,6177,3856,0,"es","Twitter Lite","Bueeeno tengo que ponerme la vacuna para la gripe <f0><U+009F><U+0098><U+0085><f0><U+009F><U+0098><U+0085><f0><U+009F><U+0098><U+0085> https://t.co/2O7ChvT5ta","no"
0,4,0,0,0,0,0,0,0,1529,312,46,118007,149228,0,"es","TweetDeck","Ayer solazo y hoy vuelve a estar mas negro que el sobaco de un grillo  PORFAVOR TIEMPO ACLARATE PORQUE CADA DIA QUE CAMBIA EL TIEMPO ES UN 10% MAS DE PROBABILIDAD DE GRIPE PARA MI CUERPESITO SHIQUITITO","no"
0,0,0,0,0,0,0,0,0,564,478,5,57361,1172,0,"es","Twitter for iPhone","<U+0095>Una cama  <U+0095>Sabanas <U+0095>Taza de Sopa  <U+0095>un Té  <U+0095>Calmantes para la gripe   Eso es lo que siento que necesito ahora mismo <f0><U+009F><U+00A4><U+00A7>","no"
0,2,0,0,0,0,0,0,0,546,174,2,43170,1529,0,"es","Twitter for Android","Gripe sal de este cuerpecito pofavor.","no"
0,0,0,0,0,0,0,0,0,355,279,2,18645,10611,0,"es","Twitter for Android","De verdad que sólo quiero que alguien venga a mi casa a quererme mientras paso la gripe","no"
0,0,0,0,0,0,0,0,0,2051,1463,6,21362,3639,0,"es","Twitter Lite","A prima su mama le mandó comida y ropa en cambio, a mi, me mandaron una bolsa con remedios para la gripe.   Quien es la vieja ahora?","no"
0,0,0,0,0,0,0,0,0,123,222,0,2346,762,0,"es","Twitter for iPhone","Acabo de ponerme la vacuna de la gripe sola, hablame de la maduracion en dos minutos","no"
0,0,0,1,1,0,0,0,0,82275,35012,420,961701,2330,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> La gripe española: 100 años de la pandemia más devastadora de la historia humana #Enfermedades https://t.co/jMuxQ7Sp6O","no"
0,0,0,1,1,0,0,0,0,82275,35012,420,961701,2330,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> La gripe española: 100 años de la pandemia más devastadora de la historia humana #Enfermedades https://t.co/jMuxQ7Sp6O","no"
0,0,0,1,1,0,0,0,0,82275,35012,420,961701,2330,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> ¿Una pastilla que cura la gripe en 24 horas? Japoneses aseguran tenerla lista #Medicina https://t.co/h777XYB2z0","no"
0,0,0,1,1,0,0,0,0,82275,35012,420,961701,2330,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> ¿Una pastilla que cura la gripe en 24 horas? Japoneses aseguran tenerla lista #Medicina https://t.co/h777XYB2z0","no"
0,0,0,0,0,0,0,0,0,235,305,0,1940,4532,0,"es","Twitter Lite","Mi estado emocional se debe a post andres y la gripe fea que me está atacando","no"
0,1,0,0,0,0,0,0,0,1676,1505,3,59884,13382,0,"es","Twitter for iPhone","Cómo encarar el día con esta gripe?<f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+0098><U+00A4>","no"
0,0,1,0,0,0,0,0,0,1000,600,0,8117,8509,0,"es","Twitter for Android","Que gripe de mierda!","no"
0,0,0,0,0,0,1,1,1,629,191,10,66003,13276,0,"en","Twitter for iPhone","@EloSafie Hasta la gripe?","no"
0,0,0,0,0,0,1,1,1,512,519,0,21976,3427,0,"es","Twitter for iPhone","@EricoGuerrero Pero lo mío no es flemón, es una simple gripe gil","no"
0,0,0,0,0,0,0,0,0,2794,2296,10,65487,30459,0,"es","Twitter for iPhone","que gripe tengo lpm","no"
0,0,0,0,0,0,0,0,0,2494,2581,7,23996,8916,0,"es","Mobile Web (M2)","yo me iba a hacer un teragrip pq de verdad estoy muriendo de la gripe","no"
0,0,0,0,0,0,0,0,0,18,268,0,107,89,0,"es","Twitter for Android","Este día empieza mal, y no porque haya pasado algo! Si no que odio tener gripe Realmente lo detesto.<f0><U+009F><U+0098><U+00B7>","no"
0,1,0,0,0,0,0,0,0,801,350,1,16285,6539,0,"es","Twitter for iPhone","no se si es tremenda gripe, o me empache de comer tantas boludeces o las dos juntas kiero llorar","no"
0,0,1,0,0,0,0,0,0,749,547,0,28348,8673,0,"es","Twitter for Android","Me siento para el orto, si mañana no me levanto ya saben que morí a causa de una gripe fuerte, o quizas sea estres, o ambas <f0><U+009F><U+00A4><U+00B7><U+200D><U+2640><U+FE0F>","no"
0,0,0,0,0,0,1,1,1,3824,1766,12,26838,4452,0,"es","Twitter for Android","@Capri2391 Angina, faringitis y gripe. TODO JUNTO. Y me re empastillé, olvidate. Se me fue todo en 3 días.","no"
0,0,0,0,0,0,0,0,0,430,396,0,18853,3080,0,"es","Twitter Lite","Gripe ya te siento","no"
0,0,0,0,1,0,0,0,0,1320,53,0,50019,188,0,"es","Instagram","No estoy molesto, es mi cara de lunes con gripe. https://t.co/2Dj54z9tdd","no"
0,1,0,0,0,1,0,0,0,151,338,3,4313,1588,0,"es","Twitter for Android","Se necesita una muy urgente... Porque gripe <f0><U+009F><U+00A4><U+00A7> https://t.co/NLaLyQ5xkI","no"
0,0,0,0,0,0,0,0,0,164,269,4,3737,442,0,"es","Twitter for Android","Me vacune contra la gripe y termine tomando el asqueroso Té  vick <f0><U+009F><U+0098><U+00A3>","no"
0,0,0,0,0,0,0,0,0,492,235,0,21448,932,0,"es","Twitter for Android","No puedo más con la tos y la gripe que tengo <f0><U+009F><U+0099><U+0085><f0><U+009F><U+0098><U+00B7>","no"
0,1,1,1,1,0,6,0,0,9590,1306,148,86315,57291,0,"es","Twitter for iPhone","Mi opinión <f0><U+009F><U+0091><U+0089><f0><U+009F><U+008F><U+00BD>Aprender de los errores que nos dejó la #GripeA  https://t.co/mE7aEnu5fo vía @buenavibraes cc @msalnacion @nacionysalud @BASalud @SaludBAP @AgenciaTelam","si"
0,1,1,1,1,0,6,0,0,9590,1306,148,86315,57291,0,"es","Twitter for iPhone","Mi opinión <f0><U+009F><U+0091><U+0089><f0><U+009F><U+008F><U+00BD>Aprender de los errores que nos dejó la #GripeA  https://t.co/mE7aEnu5fo vía @buenavibraes cc @msalnacion @nacionysalud @BASalud @SaludBAP @AgenciaTelam","si"
0,0,2,2,1,0,4,0,0,9590,1306,148,86315,57291,0,"es","Twitter for iPhone","#SanLuis Diagnosticaron con #GripeA a 15 alumnos de 3er grado de una escuela de San Luis https://t.co/jgjOFINuhK vía @AgenciaTelam cc @msalnacion @SanLuisGob1 @nacionysalud","no"
0,0,2,2,1,0,4,0,0,9590,1306,148,86315,57291,0,"es","Twitter for iPhone","#SanLuis Diagnosticaron con #GripeA a 15 alumnos de 3er grado de una escuela de San Luis https://t.co/jgjOFINuhK vía @AgenciaTelam cc @msalnacion @SanLuisGob1 @nacionysalud","no"
0,0,0,0,0,0,0,0,0,2113,548,1,19783,597,0,"es","Twitter for Android","Al momento de  dan a luz,las mujeres tienen una idea de que sienten los hombres cuando nos da gripe","no"
0,0,0,2,1,1,0,0,0,650,897,173,4439,1760,0,"es","Buffer","<f0><U+009F><U+0092><U+00AC> Toda campaña debe tener claro desde el principio su mensaje, su público y la manera de transmitirlo. <f0><U+009F><U+0093><U+00A2> Si hablamos de una campaña institucional, podría parecer que esto es ""pan comido"", pero...¡no siempre es así!  <U+27A1><U+FE0F> https://t.co/8lJgHySzOS   #Publicidad #Marketing https://t.co/v3Xi6eWz1I","no"
0,1,0,0,0,0,0,0,0,622,406,3,15255,16280,0,"es","Twitter for iPhone","He estornudado todo el día, espero y no sea gripe <f0><U+009F><U+00A4><U+00A8>","no"
0,0,0,0,0,0,0,0,0,356,573,2,11122,1881,0,"es","Twitter for iPhone","Lo único bueno de esta gripe es el peso que estoy perdiendo. Por lo demás es una puta agonía.","no"
0,2,0,0,0,1,0,0,0,684,589,0,30153,11368,0,"es","Twitter for Android","Todo el fin de semana enferma, encerrada, con fiebre, gripe, todos los condimentos.  El único ser que me rescató y me llevó a pasear, él, el que me salva todos los días!!! (Esh shalva el de la shidra) Tweet de apreciación a mi novio https://t.co/CDRdqD9NCq","no"
0,0,0,0,0,0,0,0,0,1801,1791,3,27530,10095,0,"es","Twitter for Android","tengo conjuntivitis, gripe, angina porque no me muero mejor encima esta semana que la tengo re movida LAPUTAMADREEEEE","no"
0,0,0,0,0,0,0,0,0,241,206,2,9203,1689,0,"es","Twitter for Android","Que gripe de mierda esta","no"
0,2,0,0,0,0,0,0,0,411,249,1,3780,4295,0,"es","Twitter for iPhone","Dilson: resistió a la depresión 10 años, muerto por una gripe casual de finde<f0><U+009F><U+00A4><U+0092>","no"
0,2,0,0,0,0,0,0,0,1505,893,44,20705,36405,0,"en-gb","Twitter for Android","La gripe no me deja dormir, son las 2am y tengo premilitar a las 7, me quiero morir ya mismo","no"
0,0,0,0,0,0,0,0,0,1200,979,6,54995,4191,0,"es","Twitter for Android","Linda, hermosa y sensual gripe tengo .","no"
0,0,0,0,0,0,0,0,0,1059,784,0,14819,2168,0,"es","Twitter for Android","La gripe que manejo","no"
0,0,0,0,0,0,0,0,0,469,356,2,26734,1554,0,"es","Twitter for Android","Q gripe del ortoooo","no"
0,0,0,0,0,0,0,0,0,125,130,2,4562,2026,0,"es","Twitter for Android","Estoy llevada de la gripe tan<f0><U+009F><U+0090><U+00B8><f0><U+009F><U+0090><U+00B6>","no"
0,0,0,0,0,0,0,0,0,1381,604,2,25477,1680,0,"es","Twitter for iPhone","No es chica la gripe que me cargo","no"
0,3,0,0,0,0,0,0,0,382,592,15,26513,8165,0,"es","Twitter for Android","Este finde ha sido precioso porque mis suegros me han conocido como una bola sudorosa que se retorcía de gripe en la cama de su hija","no"
0,2,0,0,0,0,1,1,1,868,389,10,38704,69739,0,"es","Twitter for iPad","@blixita Cierto eso. Pero ni frío...solo condiciones tropicales...en breve ebola y fiebre del Nilo van a suplantar a la gripe y el resfrío","no"
0,2,0,0,0,0,0,0,0,586,493,0,1523,1018,0,"es","Twitter for Android","El que no está resfriado, está saliendo de la gripe o se está por enfermar.. Todos enfermos","no"
0,0,0,0,0,0,0,0,0,1090,818,2,20301,17632,0,"es","Twitter for Android","ni la gripe hace que me duerma dIOS ALGUIEN QUE ME PARTA UNA SILLA EN LA CARA","no"
0,0,0,0,0,0,0,0,0,15,37,1,12452,6,0,"en","twittbot.net","Una de las consecuencias del cambio climático podría ser la transmisión de la gripe aviar en los pájaros silvestres.","no"
0,0,0,0,0,0,0,0,0,624,716,1,6128,3360,0,"es","Twitter for Android","Tremenda gripe la mía","no"
0,0,0,0,0,0,0,0,0,1044,568,0,35710,8677,0,"es","Twitter for Android","* Cállate  - Callame  *(Te voy a transmitir una terrible gripe corazón)","no"
0,0,0,0,0,0,0,0,0,1044,568,0,35710,8677,0,"es","Twitter for Android","* Cállate  - Callame  *(Te voy a transmitir una terrible gripe corazón)","no"
0,0,0,0,0,0,0,0,0,1044,568,0,35710,8677,0,"es","Twitter for Android","No doy más con esta gripe <f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+00A4><U+00A7>","no"
0,0,0,0,0,0,0,0,0,1044,568,0,35710,8677,0,"es","Twitter for Android","No doy más con esta gripe <f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+00A4><U+00A7>","no"
0,0,0,0,1,0,0,0,0,136369,39125,276,962997,3732,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> La gripe española: 100 años de la pandemia más devastadora de la historia humana https://t.co/rc3sWoBjq0","no"
0,0,0,0,0,0,0,0,0,98,166,0,537,1409,0,"es","Twitter for Android","La gripe en finales es lo peor.:(","no"
0,1,0,0,0,0,0,0,0,3657,1757,637,79881,181731,0,"es","TweetDeck","Me está empezando un malestar de gripe ladilloso.","no"
0,0,0,0,0,0,0,0,0,1220,1127,2,36023,546,0,"es","Twitter for Android","Al pedo mi medicamento para la gripe tiene sedante, pq yo 24/7 luego ando con sueño<f0><U+009F><U+0098><U+0083>","no"
0,0,0,0,1,0,0,0,0,1219,699,4,37847,1162,0,"es","Twitter for Android","A las penas es mejor tratarlas con abrazos, conversaciones sinceras y tiempo, y dejarle así el sufrimiento melodramático a aquellos que realmente lo necesitan: los hombres con gripe.  &gt;&gt; https://t.co/2aofvlp4EN","no"
0,0,0,0,0,0,0,0,0,705,1416,0,21620,4115,0,"es","Twitter for Android","me desperté con una re gripe bien ahi mi cuerpo quiere q siga el finde largo","no"
0,0,0,1,0,0,0,0,0,5576,4062,50,16691,96,0,"es","Twitter Web Client","Adam Berry informa que Francisco Cervelli fue sacado de la alineación de los Piratas el domingo debido a gripe #Pirates","no"
0,0,0,0,1,0,0,0,0,91046,47873,544,1212200,5475,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> ¿Una pastilla que cura la gripe en 24 horas? Japoneses aseguran tenerla lista https://t.co/TFyM5ksrbX","no"
0,0,0,0,0,0,0,0,0,832,527,0,15697,4066,0,"es","Twitter Lite","Gracias gripe por no dejarme dormir","no"
0,0,0,1,1,0,0,0,0,79137,0,590,1197489,4576,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> Gripe y resfriado, similares pero no idénticas #Salud https://t.co/EPtOdQdFzC","no"
0,0,0,0,0,0,0,0,0,788,842,6,25924,3001,0,"es","Twitter for Android","No aguanto estar más en reposo. Gripe del orto","no"
0,1,0,3,1,0,0,0,0,721,416,10,741,167,0,"es","Twitter Web Client","Un grupo de investigadores está descubriendo cómo el virus de la #gripe tiene un impacto mucho mayor en el organismo del que hasta ahora se pensaba <f0><U+009F><U+0091><U+0087> https://t.co/AzifvnwVuo #salud #ictus","no"
0,0,0,1,1,0,0,0,0,1475,1978,37,153004,11,0,"es","Hootsuite","#Salud | Alerta en Lambayeque tras muertes por gripe AH1N1 https://t.co/3LvLGIp0yZ","no"
0,0,0,0,0,0,1,1,1,150,171,10,15767,11950,0,"es","Twitter for Android","@noelianovillook Que te mejores noe de esta gripe,te mando besos enormes!!!!<f0><U+009F><U+0098><U+009A>","no"
0,1,0,1,1,0,0,0,0,57553,0,465,1033812,4633,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> Gripe y resfriado, similares pero no idénticas #Salud https://t.co/qggLZhKWGZ","no"
0,0,0,1,1,0,0,0,0,88191,0,711,1110891,5592,0,"es","Twitter Web Client","<f0><U+009F><U+0094><U+00B9> ¿Una pastilla que cura la gripe en 24 horas? Japoneses aseguran tenerla lista #Medicina https://t.co/DiCTKTUuEK","no"
0,3,0,0,0,0,0,0,0,1238,551,11,18148,65045,0,"es","Twitter for Android","La gripe me tenía que dar justo en estos momentos. <f0><U+009F><U+0098><U+00AD>","no"
0,0,0,0,0,0,0,0,0,81,60,0,2321,1894,0,"es","Twitter for Android","Que culero esto de tener gripe con semejante calor","no"
0,0,0,0,0,0,0,0,0,147,111,0,8740,2900,0,"es","Twitter Lite","Gripe de merda<f0><U+009F><U+0098><U+00B7>","no"
0,0,0,0,0,0,0,0,0,786,428,3,9671,5067,0,"es","Twitter for Android","No puedo más con mi gripe y para completar el tobillo me esta matando. Voy al colegio solo por la evaluación de proyecto <f0><U+009F><U+0098><U+00A4><f0><U+009F><U+0098><U+00A4><f0><U+009F><U+0098><U+00A4><f0><U+009F><U+0098><U+00A4><f0><U+009F><U+0098><U+00A4><f0><U+009F><U+0098><U+00A4>","no"
0,0,0,0,0,0,0,0,0,708,873,3,12263,4692,0,"es","Twitter for Android","Desde el sábado sin tomar mate me quiero morir, gripe sali de mi cuerpo ya","no"
0,0,0,0,0,0,0,0,0,163,116,1,5988,1244,0,"es","Twitter for Android","Para recuperarte de un principio de gripe , te tenés que chupar con Fernet .","no"
0,0,0,0,0,0,0,0,0,101,73,1,10377,5226,0,"es","Twitter for Android","Por qué me da gripe cuando hace un calor del INFIERNO?","no"
0,1,0,0,1,0,0,0,0,2007,399,134,79418,1298,0,"ca","Buffer","La historia del niño que sobrevivió a la gripe española de 1918 y hoy tiene 103 años https://t.co/67mCTosOmy","no"
1,0,0,0,1,0,1,0,0,229,882,5,25726,2906,0,"es","Twitter for iPhone","Como grite ese gol carajoooooo! Si la gripe me tiene afónico ya me quede mudo mañana! Vamos @barcelonaSC hp! Punto importantísimo! <f0><U+009F><U+0091><U+008F><f0><U+009F><U+008F><U+00BB><f0><U+009F><U+0091><U+008F><f0><U+009F><U+008F><U+00BB><f0><U+009F><U+0091><U+008F><f0><U+009F><U+008F><U+00BB><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0092><U+009B> https://t.co/G2MZhNFzdS","no"
0,0,0,0,0,0,0,0,0,858,415,0,31324,4760,0,"es","Twitter for Android","Estaba para hacer algo pero con esta gripe me dio más ganas de acostarme","no"
0,0,0,0,0,0,0,0,0,902,471,0,46049,6111,0,"es","Twitter Lite","No puedo estarrr con la gripe de mierda esta","no"
0,0,0,0,0,0,0,0,0,274,191,2,25363,5769,0,"es","Twitter Lite","Gripe no aparezcas <f0><U+009F><U+009A><U+00AB><U+274C><U+274E>","no"
0,0,0,0,0,0,0,0,0,1035,2279,2,21861,1577,0,"es","Twitter for Android","Soy más gripe y mocos que persona hoy.","no"
0,0,0,0,0,0,0,0,0,214,322,1,2616,10475,0,"es","Twitter for Android","Hola invierno cuando menstruación y gripe vienen de la mano","no"
0,0,0,0,0,0,0,0,0,289,369,8,45025,10024,0,"es","Twitter Web Client","Entre la alergia y esta gripe, a junio no llego.","no"
0,0,0,0,0,0,0,0,0,251,181,1,6305,3191,0,"es","Twitter for iPhone","Esta gripe que tengo tiene nombre y apellido.","no"
0,4,0,0,0,0,0,0,0,1313,650,20,12375,12692,0,"es","Twitter Web Client","Que noche tan mala pase, puta gripe de mierda","no"
0,0,0,0,0,0,0,0,0,346,322,1,26208,658,0,"en","Twitter for iPhone","No aguanto la gripe y menos despertarme temprano<f0><U+009F><U+0098><U+0094>","no"
0,0,0,0,0,0,0,0,0,268,264,4,17301,5568,0,"es","Twitter for Android","tengo un sueee y no puedo dormir de la gripe. Que estres","no"
0,0,0,0,0,0,0,0,0,2202,338,1,13935,3049,0,"es","Twitter for iPhone","me alegra saber que no soy la única que esta sufriendo esta gripe","no"
0,0,0,0,0,0,1,1,1,2440,821,11,93477,28982,0,"es","Twitter for iPhone","@casanovatissue me alegrooo, macho meno yo ahre con gripe :(","no"
0,0,0,0,0,1,0,0,0,454,389,6,13617,1637,0,"es","Twitter for iPhone","<U+0096> Oye, ¿y cómo te curas la gripe? <U+0096> <f0><U+009F><U+0098><U+00AC><f0><U+009F><U+00A4><U+00A7> https://t.co/7Q5H3AWEQP","no"
0,0,0,0,1,0,1,0,0,1916,999,108,110131,0,0,"es","Twitter for Android","Gripe https://t.co/pTUjtrelcD vía @silviasalafran7","no"
0,1,0,0,0,1,1,1,1,13,40,0,15,21,0,"es","Twitter for Android","@valeriaschapira Al lado mío cuidandome de mi gripe....jaja ya le quedó chica la alfombra https://t.co/pv1M9J9ZwL","no"
0,1,0,0,0,1,1,1,1,13,40,0,15,21,0,"es","Twitter for Android","@valeriaschapira Al lado mío cuidandome de mi gripe....jaja ya le quedó chica la alfombra https://t.co/pv1M9J9ZwL","no"
0,0,0,0,0,1,1,1,0,13,40,0,15,21,0,"es","Twitter for Android","@redespiertostn Felicitaciones desde Rosario!!! Aquí mi mejor compañía en estos días de gripe <f0><U+009F><U+0098><U+00A5> https://t.co/poxCfMPMaR","no"
0,0,0,0,0,1,1,1,0,13,40,0,15,21,0,"es","Twitter for Android","@redespiertostn Felicitaciones desde Rosario!!! Aquí mi mejor compañía en estos días de gripe <f0><U+009F><U+0098><U+00A5> https://t.co/poxCfMPMaR","no"
0,0,0,0,1,0,1,0,0,3070,2514,26,1869,387,0,"es","Twitter Web Client","Vacunarse de la gripe previene infartos e ictus  https://t.co/reqSPG3k7W vía @diariolaopinion","no"
0,0,0,0,0,0,0,0,0,574,437,0,5035,3270,0,"es","Twitter for iPhone","Tengo caloorrr ,queiro prender el ventilador y tengo tremenda gripe <f0><U+009F><U+00A4><U+00A7> <f0><U+009F><U+0098><U+00A9>","no"
0,1,0,0,0,0,0,0,0,1193,1348,76,12811,71228,0,"es","Twitter for Android","Me descuido y la gripe se repite de nuevo.","no"
0,0,0,0,0,0,0,0,0,107,41,1,1127,171,0,"es","Twitter for Android","Quien es mas panchero con una simple gripe","no"
0,0,0,0,0,0,0,0,0,402,975,2,4589,4627,0,"es","Twitter for Android","Época de invierno, súmale que me agarré una gripe que me dejó de cama... ""Lindo invierno"" fue sarcasmo.<f0><U+009F><U+0098><U+00A1><f0><U+009F><U+0098><U+00B7>","no"
0,0,0,2,0,0,0,0,0,51,216,1,155,61,0,"es","Twitter for Android","#QuieroTodoYMuchoMaxCuando fui a ponerme la vacuna de la gripe, justo el que salía antes de mí se desmayó por una bajada de tensión, y el niño que iba después de mí se echó a llorar #QuieroTodoYMuchoMax","no"
0,0,0,0,0,0,0,0,0,191,117,0,3642,4689,0,"es","Twitter for Android","Hoy estoy más gripe que persona<f0><U+009F><U+0098><U+00B7>","no"
0,0,0,0,0,0,0,0,0,725,658,0,12998,1303,0,"es","Twitter for Android","Terrible gripe me esperaaaa","no"
0,0,0,0,0,0,0,0,0,558,196,0,542,75,0,"es","Twitter for Android","Cambia el clima y ya estoy con alergia, gripe todoooo <f0><U+009F><U+00A4><U+00A7><f0><U+009F><U+0098><U+00A9><f0><U+009F><U+0098><U+00A7>","no"
0,0,0,0,0,0,0,0,0,768,558,2,11306,11637,0,"es","Twitter for Android","Me tiene re podrida esta gripe del orto lpm","no"
0,1,0,0,0,0,1,1,1,410,538,11,26214,8708,0,"es","Twitter for iPhone","@MilyDice Con gripe y en el trabajo Balebergalabidax10^9999","no"
0,1,0,0,0,0,1,1,1,410,538,11,26214,8708,0,"es","Twitter for iPhone","@MilyDice Con gripe y en el trabajo Balebergalabidax10^9999","no"
0,0,0,0,0,0,1,1,1,410,538,11,26214,8708,0,"es","Twitter for iPhone","@MilyDice Yo con gripe <f0><U+009F><U+00A4><U+00A7>","no"
0,0,0,0,0,0,1,1,1,410,538,11,26214,8708,0,"es","Twitter for iPhone","@MilyDice Yo con gripe <f0><U+009F><U+00A4><U+00A7>","no"
0,0,0,0,0,0,0,0,0,1310,838,1,14668,3452,0,"es","Twitter for iPhone","Dormí media hora y me desperté, y literalmente no puedo ni respirar bien, gripe te odio!!","no"
0,0,0,0,0,0,0,0,0,688,93,0,1186,164,0,"es","Twitter Web Client","Estoy grabando dos covers al mismo tiempo. No sé cual saldrá primero, porque tienen el mismo nivel de dificultad y ambos me gustan al mismo nivel. Ambas canciones son de chicos y son bien sensuales. Me contagiaron la gripe, pero mientras tenga voz, seguiré trabajando en ambas.<f0><U+009F><U+0092><U+00AA>","no"
